Aurdino time, Nitrogen pressure, Line pressure, Chamber pressure, Oxidizer feeding pressure, Load cell, Heating blanket temperature, Not connected, Nozzle temperature, Piping temperature, Plume temperature, Dump valve button status, Heating button status, Ignition button status, N2 Feeding button status, Oxidizer valve button status, Ignition SW state, Valve SW state, Current SW mode, Current SW substate, Message index
4163392,0.10,-0.20,0.00,0.74,-19.43,5.72,0,19.25,12.75,19.68,0,0,0,0,0,0,0,2,0,0
4183840,0.10,-0.20,0.00,0.65,-19.43,5.72,0,19.25,12.75,19.68,0,0,0,0,0,0,0,2,0,0
4204448,0.10,-0.20,0.02,0.65,-18.07,6.21,0,19.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
4225008,0.10,-0.20,0.00,0.55,-18.07,6.21,0,19.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
4245464,0.10,-0.20,0.00,0.74,-19.43,6.21,0,19.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
4265928,0.10,-0.20,0.00,0.55,-19.43,6.21,0,19.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
4286384,0.10,-0.20,0.00,0.74,-18.07,6.21,0,19.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
4307016,0.10,-0.20,0.00,0.65,-20.79,8.65,0,18.50,13.75,19.68,0,0,0,0,0,0,0,2,0,0
4327568,0.10,-0.20,0.00,0.74,-19.43,8.65,0,18.50,13.75,19.68,0,0,0,0,0,0,0,2,0,0
4348024,0.10,-0.20,0.00,0.55,-19.43,8.65,0,18.50,13.75,19.68,0,0,0,0,0,0,0,2,0,0
4368472,0.10,-0.20,0.00,0.45,-19.43,8.65,0,18.50,13.75,19.68,0,0,0,0,0,0,0,2,0,0
4388928,0.10,-0.20,0.00,0.55,-19.43,8.65,0,18.50,13.75,19.68,0,0,0,0,0,0,0,2,0,0
4409544,0.10,-0.20,0.00,0.35,-19.43,8.65,0,19.00,13.50,19.68,0,0,0,0,0,0,0,2,0,0
4430096,0.10,-0.20,0.00,0.35,-18.07,8.65,0,19.00,13.50,19.68,0,0,0,0,0,0,0,2,0,0
4450544,0.10,-0.20,0.00,0.45,-19.43,8.65,0,19.00,13.50,19.68,0,0,0,0,0,0,0,2,0,0
4471008,0.10,-0.20,0.00,0.65,-19.43,8.65,0,19.00,13.50,19.68,0,0,0,0,0,0,0,2,0,0
4491464,0.10,-0.20,0.00,0.45,-19.43,8.65,0,19.00,13.50,19.68,0,0,0,0,0,0,0,2,0,0
4512080,0.10,-0.20,0.00,0.65,-22.15,6.70,0,18.00,13.50,19.68,0,0,0,0,0,0,0,2,0,0
4532624,0.10,-0.20,0.00,0.55,-19.43,6.70,0,18.00,13.50,19.68,0,0,0,0,0,0,0,2,0,0
4553080,0.10,-0.20,0.00,0.65,-18.07,6.70,0,18.00,13.50,19.68,0,0,0,0,0,0,0,2,0,0
4573528,0.10,-0.20,0.00,0.74,-19.43,6.70,0,18.00,13.50,19.68,0,0,0,0,0,0,0,2,0,0
4593984,0.10,-0.20,0.00,0.65,-22.15,6.70,0,18.00,13.50,19.68,0,0,0,0,0,0,0,2,0,0
4614600,0.10,-0.20,0.00,0.74,-18.07,5.23,0,18.75,12.75,19.68,0,0,0,0,0,0,0,2,0,0
4635144,0.10,-0.20,0.00,0.55,-19.43,5.23,0,18.75,12.75,19.68,0,0,0,0,0,0,0,2,0,0
4655600,0.10,-0.20,0.00,0.45,-18.07,5.23,0,18.75,12.75,19.68,0,0,0,0,0,0,0,2,0,0
4676048,0.10,-0.20,0.00,0.55,-20.79,5.23,0,18.75,12.75,19.68,0,0,0,0,0,0,0,2,0,0
4696504,0.10,-0.20,0.00,0.55,-19.43,5.23,0,18.75,12.75,19.68,0,0,0,0,0,0,0,2,0,0
4717120,0.10,-0.20,0.00,0.74,-19.43,5.72,0,19.25,13.00,19.68,0,0,0,0,0,0,0,2,0,0
4737664,0.10,-0.20,0.00,0.65,-18.07,5.72,0,19.25,13.00,19.68,0,0,0,0,0,0,0,2,0,0
4758112,0.10,-0.20,0.00,0.74,-19.43,5.72,0,19.25,13.00,19.68,0,0,0,0,0,0,0,2,0,0
4778568,0.10,-0.20,0.00,0.45,-18.07,5.72,0,19.25,13.00,19.68,0,0,0,0,0,0,0,2,0,0
4799024,0.10,-0.20,0.00,0.26,-20.79,5.72,0,19.25,13.00,19.68,0,0,0,0,0,0,0,2,0,0
4819640,0.10,-0.20,0.00,0.55,-19.43,6.21,0,19.25,12.50,19.68,0,0,0,0,0,0,0,2,0,0
4840192,0.10,-0.20,0.00,0.45,-19.43,6.21,0,19.25,12.50,19.68,0,0,0,0,0,0,0,2,0,0
4860640,0.10,-0.20,0.00,0.65,-18.07,6.21,0,19.25,12.50,19.68,0,0,0,0,0,0,0,2,0,0
4881096,0.10,-0.20,0.00,0.35,-22.15,6.21,0,19.25,12.50,19.68,0,0,0,0,0,0,0,2,0,0
4901552,0.10,-0.20,0.00,0.45,-18.07,6.21,0,19.25,12.50,19.68,0,0,0,0,0,0,0,2,0,0
4922168,0.10,-0.20,0.00,0.35,-19.43,5.23,0,19.00,13.75,19.68,0,0,0,0,0,0,0,2,0,0
4942720,0.10,-0.20,0.00,0.55,-18.07,5.23,0,19.00,13.75,19.68,0,0,0,0,0,0,0,2,0,0
4963176,0.10,-0.20,0.00,0.65,-20.79,5.23,0,19.00,13.75,19.68,0,0,0,0,0,0,0,2,0,0
4983640,0.10,-0.20,0.00,0.74,-19.43,5.23,0,19.00,13.75,19.68,0,0,0,0,0,0,0,2,0,0
5004096,0.10,-0.20,0.00,0.35,-18.07,5.23,0,19.00,13.75,19.68,0,0,0,0,0,0,0,2,0,0
5024712,0.10,-0.20,0.00,0.45,-18.07,5.23,0,19.00,13.50,20.73,0,0,0,0,0,0,0,2,0,0
5045264,0.10,-0.20,0.00,0.55,-19.43,5.23,0,19.00,13.50,20.73,0,0,0,0,0,0,0,2,0,0
5065720,0.10,-0.20,0.00,0.55,-19.43,5.23,0,19.00,13.50,20.73,0,0,0,0,0,0,0,2,0,0
5086184,0.10,-0.20,0.00,0.65,-20.79,5.23,0,19.00,13.50,20.73,0,0,0,0,0,0,0,2,0,0
5106656,0.10,-0.20,0.00,0.65,-19.43,5.23,0,19.00,13.50,20.73,0,0,0,0,0,0,0,2,0,0
5127288,0.10,-0.20,0.00,0.55,-19.43,7.67,0,18.75,13.50,19.68,0,0,0,0,0,0,0,2,0,0
5147832,0.10,-0.20,0.00,0.45,-18.07,7.67,0,18.75,13.50,19.68,0,0,0,0,0,0,0,2,0,0
5168288,0.10,-0.20,0.00,0.45,-20.79,7.67,0,18.75,13.50,19.68,0,0,0,0,0,0,0,2,0,0
5188752,0.10,-0.20,0.00,0.55,-19.43,7.67,0,18.75,13.50,19.68,0,0,0,0,0,0,0,2,0,0
5209208,0.10,-0.20,0.00,0.65,-19.43,7.67,0,18.75,13.50,19.68,0,0,0,0,0,0,0,2,0,0
5229824,0.10,-0.20,0.00,0.74,-19.43,8.65,0,19.25,12.50,19.68,0,0,0,0,0,0,0,2,0,0
5250368,0.10,-0.20,0.00,0.55,-19.43,8.65,0,19.25,12.50,19.68,0,0,0,0,0,0,0,2,0,0
5270816,0.10,-0.20,0.00,0.74,-18.07,8.65,0,19.25,12.50,19.68,0,0,0,0,0,0,0,2,0,0
5291272,0.10,-0.20,0.00,0.45,-20.79,8.65,0,19.25,12.50,19.68,0,0,0,0,0,0,0,2,0,0
5311728,0.10,-0.20,0.00,0.65,-18.07,8.65,0,19.25,12.50,19.68,0,0,0,0,0,0,0,2,0,0
5332344,0.10,-0.20,0.00,0.65,-19.43,7.18,0,18.75,13.25,19.68,0,0,0,0,0,0,0,2,0,0
5352888,0.10,-0.20,0.00,0.65,-19.43,7.18,0,18.75,13.25,19.68,0,0,0,0,0,0,0,2,0,0
5373344,0.10,-0.20,0.00,0.45,-22.15,7.18,0,18.75,13.25,19.68,0,0,0,0,0,0,0,2,0,0
5393792,0.10,-0.20,0.00,0.35,-19.43,7.18,0,18.75,13.25,19.68,0,0,0,0,0,0,0,2,0,0
5414248,0.10,-0.20,0.00,0.65,-18.07,7.18,0,18.75,13.25,19.68,0,0,0,0,0,0,0,2,0,0
5434864,0.10,-0.20,0.00,0.55,-18.07,6.21,0,19.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
5455408,0.10,-0.20,0.00,0.55,-22.15,6.21,0,19.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
5475864,0.10,-0.20,0.00,0.45,-18.07,6.21,0,19.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
5496312,0.10,-0.20,0.00,0.45,-18.07,6.21,0,19.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
5516760,0.10,-0.20,0.00,0.45,-18.07,6.21,0,19.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
5537376,0.10,-0.20,0.00,0.55,-19.43,5.23,0,18.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
5557928,0.10,-0.20,0.00,0.65,-19.43,5.23,0,18.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
5578384,0.10,-0.20,0.00,0.35,-18.07,5.23,0,18.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
5598832,0.10,-0.20,0.00,0.65,-19.43,5.23,0,18.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
5619280,0.10,-0.20,0.00,0.65,-18.07,5.23,0,18.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
5639904,0.10,-0.20,0.00,0.65,-18.07,5.72,0,18.50,13.50,19.68,0,0,0,0,0,0,0,2,0,0
5660456,0.10,-0.20,0.00,0.65,-19.43,5.72,0,18.50,13.50,19.68,0,0,0,0,0,0,0,2,0,0
5680912,0.10,-0.20,0.00,0.74,-18.07,5.72,0,18.50,13.50,19.68,0,0,0,0,0,0,0,2,0,0
5701360,0.10,-0.20,0.00,0.65,-18.07,5.72,0,18.50,13.50,19.68,0,0,0,0,0,0,0,2,0,0
5721816,0.10,-0.20,0.00,0.55,-19.43,5.72,0,18.50,13.50,19.68,0,0,0,0,0,0,0,2,0,0
5742432,0.10,-0.20,0.00,0.55,-19.43,5.23,0,19.00,13.25,19.68,0,0,0,0,0,0,0,2,0,0
5762984,0.10,-0.20,0.00,0.74,-18.07,5.23,0,19.00,13.25,19.68,0,0,0,0,0,0,0,2,0,0
5783440,0.10,-0.20,0.00,0.65,-19.43,5.23,0,19.00,13.25,19.68,0,0,0,0,0,0,0,2,0,0
5803896,0.10,-0.20,0.00,0.65,-19.43,5.23,0,19.00,13.25,19.68,0,0,0,0,0,0,0,2,0,0
5824352,0.10,-0.20,0.00,0.65,-18.07,5.23,0,19.00,13.25,19.68,0,0,0,0,0,0,0,2,0,0
5844976,0.10,-0.20,0.00,0.45,-18.07,4.74,0,18.00,13.00,19.68,0,0,0,0,0,0,0,2,0,0
5865536,0.10,-0.20,0.00,0.65,-19.43,4.74,0,18.00,13.00,19.68,0,0,0,0,0,0,0,2,0,0
5885992,0.10,-0.20,0.00,0.45,-18.07,4.74,0,18.00,13.00,19.68,0,0,0,0,0,0,0,2,0,0
5906448,0.10,-0.20,0.00,0.65,-19.43,4.74,0,18.00,13.00,19.68,0,0,0,0,0,0,0,2,0,0
5926904,0.10,-0.20,0.00,0.35,-19.43,4.74,0,18.00,13.00,19.68,0,0,0,0,0,0,0,2,0,0
5947528,0.10,-0.20,0.00,0.35,-19.43,6.21,0,19.75,13.75,19.68,0,0,0,0,0,0,0,2,0,0
5968072,0.10,-0.20,0.00,0.35,-18.07,6.21,0,19.75,13.75,19.68,0,0,0,0,0,0,0,2,0,0
5988520,0.10,-0.20,0.00,0.74,-19.43,6.21,0,19.75,13.75,19.68,0,0,0,0,0,0,0,2,0,0
6008984,0.10,-0.20,0.00,0.65,-18.07,6.21,0,19.75,13.75,19.68,0,0,0,0,0,0,0,2,0,0
6029448,0.10,-0.20,0.00,0.65,-19.43,6.21,0,19.75,13.75,19.68,0,0,0,0,0,0,0,2,0,0
6050064,0.10,-0.20,0.00,0.55,-19.43,8.16,0,18.25,13.00,19.68,0,0,0,0,0,0,0,2,0,0
6070608,0.10,-0.20,0.00,0.45,-19.43,8.16,0,18.25,13.00,19.68,0,0,0,0,0,0,0,2,0,0
6091064,0.10,-0.20,0.00,0.45,-18.07,8.16,0,18.25,13.00,19.68,0,0,0,0,0,0,0,2,0,0
6111512,0.10,-0.20,0.00,0.35,-19.43,8.16,0,18.25,13.00,19.68,0,0,0,0,0,0,0,2,0,0
6131968,0.10,-0.20,0.00,0.74,-19.43,8.16,0,18.25,13.00,19.68,0,0,0,0,0,0,0,2,0,0
6152584,0.10,-0.20,0.00,0.35,-19.43,8.16,0,18.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
6173128,0.10,-0.20,0.00,0.65,-18.07,8.16,0,18.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
6193584,0.10,-0.20,0.00,0.45,-18.07,8.16,0,18.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
6214040,0.10,-0.20,0.00,0.74,-19.43,8.16,0,18.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
6234488,0.10,-0.20,0.00,0.74,-19.43,8.16,0,18.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
6255104,0.10,-0.20,0.00,0.65,-19.43,5.23,0,18.00,13.00,19.68,0,0,0,0,0,0,0,2,0,0
6275656,0.10,-0.20,0.00,0.55,-19.43,5.23,0,18.00,13.00,19.68,0,0,0,0,0,0,0,2,0,0
6296104,0.10,-0.20,0.00,0.65,-18.07,5.23,0,18.00,13.00,19.68,0,0,0,0,0,0,0,2,0,0
6316560,0.10,-0.20,0.00,0.65,-19.43,5.23,0,18.00,13.00,19.68,0,0,0,0,0,0,0,2,0,0
6337008,0.10,-0.20,0.00,0.45,-19.43,5.23,0,18.00,13.00,19.68,0,0,0,0,0,0,0,2,0,0
6357624,0.10,-0.20,0.00,0.74,-19.43,5.23,0,18.50,12.75,19.68,0,0,0,0,0,0,0,2,0,0
6378176,0.10,-0.20,0.00,0.45,-19.43,5.23,0,18.50,12.75,19.68,0,0,0,0,0,0,0,2,0,0
6398632,0.10,-0.20,0.00,0.35,-19.43,5.23,0,18.50,12.75,19.68,0,0,0,0,0,0,0,2,0,0
6419088,0.10,-0.20,0.00,0.55,-19.43,5.23,0,18.50,12.75,19.68,0,0,0,0,0,0,0,2,0,0
6439536,0.10,-0.20,0.00,0.55,-19.43,5.23,0,18.50,12.75,19.68,0,0,0,0,0,0,0,2,0,0
6460152,0.10,-0.20,0.00,0.55,-19.43,5.23,0,19.75,13.00,19.68,0,0,0,0,0,0,0,2,0,0
6480712,0.10,-0.20,0.00,0.55,-18.07,5.23,0,19.75,13.00,19.68,0,0,0,0,0,0,0,2,0,0
6501152,0.10,-0.20,0.00,0.45,-18.07,5.23,0,19.75,13.00,19.68,0,0,0,0,0,0,0,2,0,0
6521608,0.10,-0.20,0.00,0.35,-18.07,5.23,0,19.75,13.00,19.68,0,0,0,0,0,0,0,2,0,0
6542072,0.10,-0.20,0.00,0.45,-19.43,5.23,0,19.75,13.00,19.68,0,0,0,0,0,0,0,2,0,0
6562680,0.10,-0.20,0.00,0.55,-19.43,5.72,0,19.50,13.50,19.68,0,0,0,0,0,0,0,2,0,0
6583232,0.10,-0.20,0.00,0.55,-18.07,5.72,0,19.50,13.50,19.68,0,0,0,0,0,0,0,2,0,0
6603688,0.10,-0.20,0.00,0.55,-19.43,5.72,0,19.50,13.50,19.68,0,0,0,0,0,0,0,2,0,0
6624144,0.10,-0.20,0.00,0.45,-18.07,5.72,0,19.50,13.50,19.68,0,0,0,0,0,0,0,2,0,0
6644600,0.10,-0.20,0.00,0.55,-19.43,5.72,0,19.50,13.50,19.68,0,0,0,0,0,0,0,2,0,0
6665232,0.10,-0.20,0.00,0.45,-20.79,4.74,0,18.00,13.50,19.68,0,0,0,0,0,0,0,2,0,0
6685784,0.10,-0.20,0.00,0.65,-19.43,4.74,0,18.00,13.50,19.68,0,0,0,0,0,0,0,2,0,0
6706232,0.10,-0.20,0.00,0.55,-18.07,4.74,0,18.00,13.50,19.68,0,0,0,0,0,0,0,2,0,0
6726688,0.10,-0.20,0.00,0.55,-18.07,4.74,0,18.00,13.50,19.68,0,0,0,0,0,0,0,2,0,0
6747152,0.10,-0.20,0.00,0.65,-19.43,4.74,0,18.00,13.50,19.68,0,0,0,0,0,0,0,2,0,0
6767776,0.10,-0.20,0.00,0.74,-19.43,5.23,0,18.75,13.75,19.68,0,0,0,0,0,0,0,2,0,0
6788328,0.10,-0.20,0.00,0.65,-19.43,5.23,0,18.75,13.75,19.68,0,0,0,0,0,0,0,2,0,0
6808776,0.10,-0.20,0.00,0.65,-19.43,5.23,0,18.75,13.75,19.68,0,0,0,0,0,0,0,2,0,0
6829232,0.10,-0.20,0.00,0.65,-19.43,5.23,0,18.75,13.75,19.68,0,0,0,0,0,0,0,2,0,0
6849688,0.10,-0.20,0.00,0.45,-19.43,5.23,0,18.75,13.75,19.68,0,0,0,0,0,0,0,2,0,0
6870304,0.10,-0.20,0.00,0.55,-22.15,7.67,0,18.75,13.25,19.68,0,0,0,0,0,0,0,2,0,0
6890848,0.10,-0.20,0.00,0.65,-18.07,7.67,0,18.75,13.25,19.68,0,0,0,0,0,0,0,2,0,0
6911296,0.10,-0.20,0.00,0.55,-18.07,7.67,0,18.75,13.25,19.68,0,0,0,0,0,0,0,2,0,0
6931752,0.10,-0.20,0.00,0.65,-19.43,7.67,0,18.75,13.25,19.68,0,0,0,0,0,0,0,2,0,0
6952208,0.10,-0.20,0.00,0.55,-22.15,7.67,0,18.75,13.25,19.68,0,0,0,0,0,0,0,2,0,0
6972816,0.10,-0.20,0.00,0.45,-19.43,7.67,0,18.50,13.00,19.68,0,0,0,0,0,0,0,2,0,0
6993368,0.10,-0.20,0.00,0.65,-19.43,7.67,0,18.50,13.00,19.68,0,0,0,0,0,0,0,2,0,0
7013824,0.10,-0.20,0.00,0.45,-18.07,7.67,0,18.50,13.00,19.68,0,0,0,0,0,0,0,2,0,0
7034272,0.10,-0.20,0.00,0.55,-20.79,7.67,0,18.50,13.00,19.68,0,0,0,0,0,0,0,2,0,0
7054728,0.10,-0.20,0.00,0.55,-19.43,7.67,0,18.50,13.00,19.68,0,0,0,0,0,0,0,2,0,0
7075344,0.10,-0.20,0.00,0.65,-19.43,6.21,0,18.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
7095904,0.10,-0.20,0.00,0.35,-18.07,6.21,0,18.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
7116360,0.10,-0.20,0.00,0.55,-19.43,6.21,0,18.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
7136808,0.10,-0.20,0.00,0.55,-19.43,6.21,0,18.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
7157264,0.10,-0.20,0.00,0.45,-20.79,6.21,0,18.25,13.25,19.68,0,0,0,0,0,0,0,2,0,0
7177880,0.10,-0.20,0.00,0.55,-19.43,4.74,0,19.25,12.50,19.68,0,0,0,0,0,0,0,2,0,0
7198432,0.10,-0.20,0.00,0.45,-19.43,4.74,0,19.25,12.50,19.68,0,0,0,0,0,0,0,2,0,0
7218888,0.10,-0.20,0.00,0.74,-18.07,4.74,0,19.25,12.50,19.68,0,0,0,0,0,0,0,2,0,0
7239344,0.10,-0.20,0.00,0.55,-22.15,4.74,0,19.25,12.50,19.68,0,0,0,0,0,0,0,2,0,0
7259792,0.10,-0.20,0.00,0.55,-19.43,4.74,0,19.25,12.50,19.68,0,0,0,0,0,0,0,2,0,0
7280408,0.10,-0.20,0.00,0.65,-18.07,5.23,0,18.75,13.50,19.68,0,0,0,0,0,0,0,2,0,0
7300968,0.10,-0.20,0.00,0.55,-19.43,5.23,0,18.75,13.50,19.68,0,0,0,0,0,0,0,2,0,0
7321424,0.10,-0.20,0.00,0.45,-19.43,5.23,0,18.75,13.50,19.68,0,0,0,0,0,0,0,2,0,0
7341864,0.10,-0.20,0.00,0.45,-19.43,5.23,0,18.75,13.50,19.68,0,0,0,0,0,0,0,2,0,0
7362320,0.10,-0.20,0.00,0.65,-18.07,5.23,0,18.75,13.50,19.68,0,0,0,0,0,0,0,2,0,0
7382944,0.10,-0.20,0.00,0.55,-19.43,5.23,0,18.50,12.50,19.68,0,0,0,0,0,0,0,2,0,0
7403504,0.10,-0.20,0.00,0.74,-19.43,5.23,0,18.50,12.50,19.68,0,0,0,0,0,0,0,2,0,0
7423960,0.10,-0.20,0.00,0.74,-19.43,5.23,0,18.50,12.50,19.68,0,0,0,0,0,0,0,2,0,0
7444424,0.10,-0.20,0.00,0.65,-22.15,5.23,0,18.50,12.50,19.68,0,0,0,0,0,0,0,2,0,0
7464880,0.10,-0.20,0.00,0.65,-19.43,5.23,0,18.50,12.50,19.68,0,0,0,0,0,0,0,2,0,0
7485512,0.10,-0.20,0.00,0.55,-18.07,4.74,0,18.00,12.50,19.68,0,0,0,0,0,0,0,2,0,0
7506064,0.10,-0.20,0.00,0.74,-19.43,4.74,0,18.00,12.50,19.68,0,0,0,0,0,0,0,2,0,0
7526520,0.10,-0.20,0.00,0.65,-22.15,4.74,0,18.00,12.50,19.68,0,0,0,0,0,0,0,2,0,0
7546968,0.10,-0.20,0.00,0.65,-19.43,4.74,0,18.00,12.50,19.68,0,0,0,0,0,0,0,2,0,0
7567424,0.10,-0.20,0.00,0.55,-18.07,4.74,0,18.00,12.50,19.68,0,0,0,0,0,0,0,2,0,0
7588048,0.10,-0.20,0.00,0.55,-19.43,4.74,0,19.25,13.00,19.68,0,0,0,0,0,0,0,2,0,0
7608592,0.10,-0.20,0.00,0.65,-19.43,4.74,0,19.25,13.00,19.68,0,0,0,0,0,0,0,2,0,0
7629048,0.10,-0.20,0.00,0.74,-18.07,4.74,0,19.25,13.00,19.68,0,0,0,0,0,0,0,2,0,0
7649496,0.10,-0.20,0.00,0.74,-20.79,4.74,0,19.25,13.00,19.68,0,0,0,0,0,0,0,2,0,0
7669952,0.10,-0.20,0.00,0.35,-19.43,4.74,0,19.25,13.00,19.68,0,0,0,0,0,0,0,2,0,0
7690568,0.10,-0.20,0.00,0.65,-19.43,6.70,0,18.75,12.50,19.68,0,0,0,0,0,0,0,2,0,0
7711112,0.10,-0.20,0.00,0.35,-19.43,6.70,0,18.75,12.50,19.68,0,0,0,0,0,0,0,2,0,0
7731568,0.10,-0.20,0.00,0.65,-22.15,6.70,0,18.75,12.50,19.68,0,0,0,0,0,0,0,2,0,0
7752024,0.10,-0.20,0.00,0.45,-18.07,6.70,0,18.75,12.50,19.68,0,0,0,0,0,0,0,2,0,0
7772472,0.10,-0.20,0.00,0.74,-19.43,6.70,0,18.75,12.50,19.68,0,0,0,0,0,0,0,2,0,0
7793088,0.10,-0.20,0.00,0.55,-18.07,8.16,0,18.50,13.25,19.68,0,0,0,0,0,0,0,2,0,0
7813640,0.10,-0.20,0.00,0.65,-22.15,8.16,0,18.50,13.25,19.68,0,0,0,0,0,0,0,2,0,0
7834096,0.10,-0.20,0.00,0.45,-19.43,8.16,0,18.50,13.25,19.68,0,0,0,0,0,0,0,2,0,0
7854544,0.10,-0.20,0.00,0.55,-19.43,8.16,0,18.50,13.25,19.68,0,0,0,0,0,0,0,2,0,0
7875000,0.10,-0.20,0.00,0.65,-19.43,8.16,0,18.50,13.25,19.68,0,0,0,0,0,0,0,2,0,0
7895616,0.10,-0.20,0.00,0.55,-18.07,6.70,0,18.75,12.75,19.68,0,0,0,0,0,0,0,2,0,0
7916160,0.10,-0.20,0.00,0.45,-18.07,6.70,0,18.75,12.75,19.68,0,0,0,0,0,0,0,2,0,0
7936616,0.10,-0.20,0.00,0.65,-18.07,6.70,0,18.75,12.75,19.68,0,0,0,0,0,0,0,2,0,0
7957064,0.10,-0.20,0.00,0.65,-18.07,6.70,0,18.75,12.75,19.68,0,0,0,0,0,0,0,2,0,0
7977520,0.10,-0.20,0.00,0.65,-19.43,6.70,0,18.75,12.75,19.68,0,0,0,0,0,0,0,2,0,0
7998136,0.10,-0.20,0.00,0.45,-19.43,5.72,0,18.50,12.75,19.68,0,0,0,0,0,0,0,2,0,0
8018688,0.10,-0.20,0.00,0.35,-19.43,5.72,0,18.50,12.75,19.68,0,0,0,0,0,0,0,2,0,0
8039136,0.10,-0.20,0.00,0.65,-18.07,5.72,0,18.50,12.75,19.68,0,0,0,0,0,0,0,2,0,0
8059592,0.10,-0.20,0.00,0.65,-19.43,5.72,0,18.50,12.75,19.68,0,0,0,0,0,0,0,2,0,0
8080048,0.10,-0.20,0.00,0.45,-19.43,5.72,0,18.50,12.75,19.68,0,0,0,0,0,0,0,2,0,0
8100664,0.10,-0.20,0.00,0.55,-18.07,4.74,0,18.50,12.50,19.68,0,0,0,0,0,0,0,2,0,0
8121216,0.10,-0.20,0.00,0.45,-19.43,4.74,0,18.50,12.50,19.68,0,0,0,0,0,0,0,2,0,0
8141688,0.10,-0.20,0.00,0.35,-18.07,4.74,0,18.50,12.50,19.68,0,0,0,0,0,0,0,2,0,0
8162144,0.10,-0.20,0.00,0.65,-18.07,4.74,0,18.50,12.50,19.68,0,0,0,0,0,0,0,2,0,0
8182608,0.10,-0.20,0.00,0.65,-19.43,4.74,0,18.50,12.50,19.68,0,0,0,0,0,0,0,2,0,0
8203216,0.10,-0.20,0.00,0.65,-19.43,5.23,0,17.75,13.00,19.68,0,0,0,0,0,0,0,2,0,0
8223776,0.10,-0.20,0.00,0.65,-19.43,5.23,0,17.75,13.00,19.68,0,0,0,0,0,0,0,2,0,0
8244232,0.10,-0.20,0.00,0.35,-18.07,5.23,0,17.75,13.00,19.68,0,0,0,0,0,0,0,2,0,0
8264688,0.10,-0.20,0.00,0.65,-18.07,5.23,0,17.75,13.00,19.68,0,0,0,0,0,0,0,2,0,0
8285160,0.10,-0.20,0.00,0.55,-19.43,5.23,0,17.75,13.00,19.68,0,0,0,0,0,0,0,2,0,0
8305800,0.10,-0.20,0.00,0.55,-19.43,5.23,0,18.50,13.25,19.68,0,0,0,0,0,0,0,2,0,0
8326344,0.10,-0.20,0.00,0.65,-19.43,5.23,0,18.50,13.25,19.68,0,0,0,0,0,0,0,2,0,0
8346792,0.10,-0.20,0.00,0.55,-18.07,5.23,0,18.50,13.25,19.68,0,0,0,0,0,0,0,2,0,0
8367256,0.10,-0.20,0.00,0.55,-19.43,5.23,0,18.50,13.25,19.68,0,0,0,0,0,0,0,2,0,0
8387720,0.10,-0.20,0.00,0.65,-18.07,5.23,0,18.50,13.25,19.68,0,0,0,0,0,0,0,2,0,0
8408336,0.10,-0.20,0.00,0.55,-18.07,4.74,0,19.00,12.75,19.68,0,0,0,0,0,0,0,2,0,0
8428880,0.10,-0.20,0.00,0.45,-19.43,4.74,0,19.00,12.75,19.68,0,0,0,0,0,0,0,2,0,0
8449336,0.10,-0.20,0.00,0.45,-18.07,4.74,0,19.00,12.75,19.68,0,0,0,0,0,0,0,2,0,0
8469792,0.10,-0.20,0.00,0.65,-18.07,4.74,0,19.00,12.75,19.68,0,0,0,0,0,0,0,2,0,0
8490240,0.10,-0.20,0.00,0.65,-19.43,4.74,0,19.00,12.75,19.68,0,0,0,0,0,0,0,2,0,0
8510856,0.10,-0.20,0.00,0.45,-19.43,5.72,0,19.50,12.75,19.68,0,0,0,0,0,0,0,2,0,0
8531408,0.10,-0.20,0.00,0.45,-18.07,5.72,0,19.50,12.75,19.68,0,0,0,0,0,0,0,2,0,0
8551856,0.10,-0.20,0.00,0.65,-19.43,5.72,0,19.50,12.75,19.68,0,0,0,0,0,0,0,2,0,0
8572312,0.10,-0.20,0.00,0.45,-18.07,5.72,0,19.50,12.75,19.68,0,0,0,0,0,0,0,2,0,0
