91632.0;0.21;-0.2;0.0;0.06;-23.29;19.25;nan;14.25;5.75;17.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91639.0;2.84;-0.2;0.0;0.06;-23.63;19.49;nan;14.25;5.75;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91646.0;2.16;-0.2;0.0;0.06;-23.63;19.49;nan;14.25;5.75;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91654.0;0.9;-0.2;0.0;0.06;-22.62;19.49;nan;14.25;5.75;17.56;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91661.0;3.13;-0.2;0.0;0.06;-22.95;19.61;nan;14.25;5.75;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91668.0;1.38;-0.2;0.0;0.06;-23.29;19.37;nan;14.25;5.75;18.08;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91675.0;0.9;-0.2;0.0;0.06;-22.62;19.37;nan;14.25;5.75;17.82;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91681.0;3.62;-0.2;0.0;0.06;-22.95;19.49;nan;14.25;5.5;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91688.0;2.16;-0.2;0.0;0.06;-22.28;19.13;nan;14.0;5.5;17.82;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91696.0;0.6;-0.2;0.0;0.06;-22.95;19.13;nan;14.0;5.5;17.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91703.0;3.62;-0.2;0.0;0.06;-22.62;19.25;nan;14.0;5.5;17.82;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91710.0;0.21;-0.2;0.0;0.06;-22.62;19.25;nan;14.0;5.5;17.56;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91717.0;0.9;-0.2;0.0;0.06;-22.62;19.25;nan;14.0;5.5;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91724.0;3.52;-0.2;0.0;0.06;-22.28;19.25;nan;14.0;5.5;17.82;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91731.0;0.7;-0.2;0.0;0.06;-22.62;19.49;nan;14.0;5.5;18.08;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91739.0;1.58;-0.2;0.0;0.06;-23.29;19.61;nan;14.0;5.5;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91745.0;4.01;-0.2;0.0;0.06;-22.62;19.25;nan;14.0;5.5;17.82;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91752.0;0.8;-0.2;0.0;0.06;-22.62;19.61;nan;14.0;5.5;17.82;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91759.0;2.55;-0.2;0.0;0.06;-23.63;19.49;nan;14.25;5.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91766.0;2.26;-0.2;0.0;0.06;-22.95;19.49;nan;14.25;5.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91773.0;1.19;-0.2;0.0;0.06;-22.95;19.49;nan;14.25;5.25;17.82;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91781.0;3.23;-0.2;0.0;0.06;-22.95;19.49;nan;14.25;5.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91788.0;1.58;-0.2;0.0;0.06;-23.29;19.49;nan;14.25;5.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91795.0;0.99;-0.2;0.0;0.06;-22.62;19.49;nan;14.25;5.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91802.0;4.01;-0.2;0.0;0.06;-22.62;19.49;nan;14.25;5.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91808.0;2.55;-0.2;0.0;0.06;-23.63;19.61;nan;14.25;5.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91815.0;0.9;-0.2;0.0;0.06;-22.62;19.61;nan;14.25;5.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91823.0;4.01;-0.2;0.0;0.06;-22.62;19.49;nan;14.25;5.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91830.0;0.9;-0.2;0.0;0.06;-22.62;19.49;nan;14.25;6.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91837.0;0.7;-0.2;0.0;0.06;-21.94;19.49;nan;13.75;6.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91844.0;3.72;-0.2;0.0;0.06;-22.28;19.61;nan;13.75;6.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91851.0;0.99;-0.2;0.0;0.06;-21.94;19.37;nan;13.75;6.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91858.0;1.38;-0.2;0.0;0.06;-21.94;19.61;nan;13.75;6.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91866.0;3.91;-0.2;0.0;0.06;-22.28;19.49;nan;13.75;6.25;18.61;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91872.0;0.9;-0.2;0.0;0.06;-23.29;19.49;nan;13.75;6.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91879.0;2.45;-0.2;0.0;0.06;-23.29;19.61;nan;13.75;6.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91886.0;2.36;-0.2;0.0;0.06;-22.95;19.49;nan;13.75;6.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91893.0;0.7;-0.2;0.0;0.06;-22.95;19.49;nan;13.75;6.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91900.0;3.43;-0.2;0.0;0.06;-23.29;19.61;nan;13.75;6.25;18.61;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91908.0;1.77;-0.2;0.0;0.06;-21.6;19.49;nan;14.0;5.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91915.0;0.8;-0.2;0.0;0.06;-22.62;19.61;nan;14.0;5.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91922.0;3.91;-0.2;0.0;0.06;-22.95;19.49;nan;14.0;5.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91929.0;2.74;-0.2;0.0;0.06;-22.28;19.49;nan;14.0;5.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91935.0;0.9;-0.2;0.0;0.06;-21.6;19.61;nan;14.0;5.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91942.0;3.82;-0.2;0.0;0.06;-23.29;19.61;nan;14.0;5.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91950.0;0.99;-0.2;0.0;0.06;-23.29;19.61;nan;14.0;5.25;18.61;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91957.0;0.9;-0.2;0.0;0.06;-21.94;19.61;nan;14.0;5.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91964.0;3.72;-0.2;0.0;0.06;-21.94;19.61;nan;14.0;5.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91971.0;0.9;-0.2;0.0;0.06;-21.6;19.61;nan;14.0;5.25;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91978.0;1.38;-0.2;0.0;0.06;-22.62;19.61;nan;14.0;5.5;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91985.0;3.91;-0.2;0.0;0.06;-22.28;19.49;nan;13.5;5.5;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91993.0;0.9;-0.2;0.0;0.06;-21.94;19.61;nan;13.5;5.5;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
91999.0;2.06;-0.2;0.0;0.06;-21.94;19.61;nan;13.5;5.5;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
92006.0;2.45;-0.2;0.0;0.06;-22.28;19.49;nan;13.5;5.5;18.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0; 
